4.800000e-01, 1.250000e-01, 1.000000e-01, 0.000000e+00, 0.000000e+00, -1.000000e+00
4.812500e-01, 1.250000e-01, 1.000000e-01, 0.000000e+00, 0.000000e+00, -1.000000e+00
4.825000e-01, 1.250000e-01, 1.000000e-01, 0.000000e+00, 0.000000e+00, -1.000000e+00
4.837500e-01, 1.250000e-01, 1.000000e-01, 0.000000e+00, 0.000000e+00, -1.000000e+00
4.850000e-01, 1.250000e-01, 1.000000e-01, 0.000000e+00, 0.000000e+00, -1.000000e+00
4.862500e-01, 1.250000e-01, 1.000000e-01, 0.000000e+00, 0.000000e+00, -1.000000e+00
4.875000e-01, 1.250000e-01, 1.000000e-01, 0.000000e+00, 0.000000e+00, -1.000000e+00
4.887500e-01, 1.250000e-01, 1.000000e-01, 0.000000e+00, 0.000000e+00, -1.000000e+00
4.900000e-01, 1.250000e-01, 1.000000e-01, 0.000000e+00, 0.000000e+00, -1.000000e+00
4.912500e-01, 1.250000e-01, 1.000000e-01, 0.000000e+00, 0.000000e+00, -1.000000e+00
4.925000e-01, 1.250000e-01, 1.000000e-01, 0.000000e+00, 0.000000e+00, -1.000000e+00
4.937500e-01, 1.250000e-01, 1.000000e-01, 0.000000e+00, 0.000000e+00, -1.000000e+00
4.950000e-01, 1.250000e-01, 1.000000e-01, 0.000000e+00, 0.000000e+00, -1.000000e+00
4.962500e-01, 1.250000e-01, 1.000000e-01, 0.000000e+00, 0.000000e+00, -1.000000e+00
4.975000e-01, 1.250000e-01, 1.000000e-01, 0.000000e+00, 0.000000e+00, -1.000000e+00
4.987500e-01, 1.250000e-01, 1.000000e-01, 0.000000e+00, 0.000000e+00, -1.000000e+00
